STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor,MESS_DATUM_parsed
2564,19940101,10,8.7,2.9,10,0.1,6,1.2,0,4.0,6.5,1002.8,1.6,94.0,3.0,1.2,0.2,eor,1994-01-01
2564,19940102,10,8.7,2.8,10,0.0,8,0.0,0,7.0,6.0,994.8,1.4,89.0,1.9,0.9,-0.3,eor,1994-01-02
2564,19940103,10,10.8,2.2,10,2.4,6,0.4,0,7.7,6.0,997.0,1.8,86.0,2.3,1.0,0.4,eor,1994-01-03
2564,19940104,10,13.4,4.6,10,0.9,6,1.3,0,5.3,7.0,989.2,5.2,78.0,6.0,2.0,1.6,eor,1994-01-04
2564,19940105,10,11.8,3.9,10,5.0,8,0.2,0,7.7,7.4,984.8,4.4,89.0,5.6,2.9,3.7,eor,1994-01-05
2564,19940106,10,9.8,2.1,10,0.0,6,0.0,0,7.0,7.9,985.4,5.0,91.0,6.0,3.2,2.5,eor,1994-01-06
2564,19940107,10,10.8,3.3,10,0.2,6,0.0,0,5.0,7.2,991.4,4.6,82.0,7.3,3.0,3.2,eor,1994-01-07
2564,19940108,10,9.8,3.1,10,0.0,0,4.8,0,3.7,6.9,1006.7,3.1,87.0,6.0,1.4,1.8,eor,1994-01-08
2564,19940109,10,8.2,1.8,10,0.0,0,2.4,0,5.3,6.2,1009.6,1.7,91.0,3.2,-0.7,-1.8,eor,1994-01-09
2564,19940110,10,9.3,3.3,10,0.1,6,0.0,0,8.0,7.0,1002.4,2.7,94.0,4.0,1.5,1.0,eor,1994-01-10
2564,19940111,10,9.8,3.1,10,0.0,6,0.0,0,8.0,6.4,1003.9,1.8,92.0,2.6,0.7,1.0,eor,1994-01-11
2564,19940112,10,15.4,4.1,10,9.0,6,0.0,0,8.0,8.5,999.1,6.4,90.0,7.2,1.9,1.6,eor,1994-01-12
2564,19940113,10,22.1,9.2,10,2.1,6,0.7,0,6.7,8.2,996.7,8.4,74.0,11.2,7.0,4.4,eor,1994-01-13
2564,19940114,10,23.1,9.1,10,2.4,6,0.3,0,7.0,7.6,998.4,5.6,82.0,8.3,4.7,5.6,eor,1994-01-14
2564,19940115,10,11.8,5.0,10,3.4,6,0.0,0,5.0,7.3,999.9,3.3,91.0,5.0,2.2,3.0,eor,1994-01-15
2564,19940116,10,6.7,3.1,10,0.0,0,3.7,0,4.7,4.2,1005.1,-0.7,71.0,2.6,-1.3,-1.4,eor,1994-01-16
2564,19940117,10,10.3,3.4,10,0.9,8,4.7,0,4.7,4.4,1015.3,-1.1,80.0,0.3,-4.8,-6.8,eor,1994-01-17
2564,19940118,10,20.1,7.5,10,2.6,8,0.0,0,8.0,6.3,1013.6,2.3,88.0,3.4,-0.1,-1.2,eor,1994-01-18
2564,19940119,10,15.4,5.3,10,0.0,6,0.0,0,8.0,7.6,1013.8,3.4,97.0,3.6,2.5,2.7,eor,1994-01-19
2564,19940120,10,11.3,3.9,10,0.1,6,2.1,0,6.7,6.8,1018.1,3.1,89.0,4.1,1.8,1.3,eor,1994-01-20
2564,19940121,10,16.5,6.5,10,2.2,6,0.0,0,8.0,8.3,1016.0,5.5,93.0,6.5,3.2,2.8,eor,1994-01-21
2564,19940122,10,15.9,6.6,10,1.3,6,0.4,0,7.3,8.2,1015.6,5.8,88.0,7.0,4.8,5.9,eor,1994-01-22
2564,19940123,10,22.1,8.1,10,9.8,8,1.9,0,5.0,6.4,1003.2,4.1,76.0,7.6,3.1,3.6,eor,1994-01-23
2564,19940124,10,24.2,8.4,10,1.0,8,3.3,0,6.3,6.1,1004.5,2.5,85.0,4.4,0.8,0.2,eor,1994-01-24
2564,19940125,10,20.6,6.2,10,14.8,8,0.0,0,6.7,7.8,994.0,4.8,90.0,7.3,1.6,0.6,eor,1994-01-25
2564,19940126,10,17.0,6.5,10,3.3,8,5.8,0,3.0,6.5,997.2,3.7,81.0,5.7,2.4,2.0,eor,1994-01-26
2564,19940127,10,25.7,9.4,10,8.6,8,0.0,0,8.0,7.7,991.2,6.0,81.0,7.8,3.3,1.7,eor,1994-01-27
2564,19940128,10,29.3,11.0,10,1.2,8,2.1,0,6.3,6.1,994.2,3.2,79.0,5.4,0.2,0.2,eor,1994-01-28
2564,19940129,10,14.9,5.5,10,2.5,8,0.0,0,7.3,5.9,1019.4,2.3,80.0,4.2,0.7,0.8,eor,1994-01-29
2564,19940130,10,23.7,9.6,10,4.2,8,1.9,0,6.7,7.4,1003.5,5.6,79.0,7.1,0.6,0.3,eor,1994-01-30
2564,19940131,10,20.6,8.3,10,0.1,6,4.2,0,5.0,6.6,1010.4,4.4,79.0,5.9,3.1,2.1,eor,1994-01-31
2564,19940201,10,12.9,3.8,10,3.0,8,0.0,0,7.7,6.4,1008.9,3.8,79.0,4.9,3.3,3.0,eor,1994-02-01
2564,19940202,10,20.6,7.9,10,0.4,6,0.4,0,5.7,6.6,1003.7,3.5,82.0,5.5,1.9,1.3,eor,1994-02-02
2564,19940203,10,7.2,2.2,10,0.0,0,1.8,0,5.0,5.2,1004.4,0.6,83.0,2.8,-0.7,-3.5,eor,1994-02-03
2564,19940204,10,15.9,5.8,10,0.0,8,0.0,0,7.7,5.0,1006.3,1.0,76.0,1.5,-0.1,-1.9,eor,1994-02-04
2564,19940205,10,13.4,5.3,10,0.0,0,0.1,0,6.7,4.8,1010.8,0.7,75.0,1.2,-0.2,-0.7,eor,1994-02-05
2564,19940206,10,5.1,1.9,10,0.0,7,0.0,0,8.0,5.3,1010.7,0.3,85.0,0.9,0.0,0.0,eor,1994-02-06
2564,19940207,10,2.6,0.8,10,0.0,7,0.0,0,8.0,5.7,1012.3,1.0,88.0,1.6,0.2,0.1,eor,1994-02-07
2564,19940208,10,4.1,0.3,10,0.0,0,0.0,0,8.0,6.1,1016.3,2.2,86.0,3.0,0.2,-1.0,eor,1994-02-08
2564,19940209,10,11.8,3.8,10,6.2,8,0.0,0,7.3,7.1,1013.4,3.3,92.0,4.3,1.1,0.6,eor,1994-02-09
2564,19940210,10,11.8,3.5,10,6.2,8,0.0,0,8.0,6.8,1009.6,2.6,93.0,3.8,1.5,0.9,eor,1994-02-10
2564,19940211,10,9.8,4.1,10,0.3,8,0.1,0,7.3,6.0,1023.6,1.4,87.0,2.7,0.9,0.3,eor,1994-02-11
2564,19940212,10,15.4,6.7,10,0.0,7,0.3,0,8.0,4.4,1030.7,-1.2,77.0,0.9,-1.8,-0.6,eor,1994-02-12
2564,19940213,10,18.0,7.9,10,0.0,0,8.4,0,1.7,2.4,1035.2,-5.6,58.0,-1.8,-6.0,-6.0,eor,1994-02-13
2564,19940214,10,16.5,7.1,10,0.0,0,8.5,0,0.0,1.8,1034.1,-4.8,43.0,-2.3,-9.0,-9.6,eor,1994-02-14
2564,19940215,10,18.0,5.5,10,0.0,0,8.5,0,0.0,2.5,1028.3,-3.2,53.0,-0.2,-6.7,-7.6,eor,1994-02-15
2564,19940216,10,8.7,3.5,10,0.0,0,8.7,0,0.0,2.6,1025.6,-2.0,51.0,1.9,-6.6,-7.9,eor,1994-02-16
2564,19940217,10,8.2,1.8,10,0.0,0,6.0,0,2.0,2.6,1020.4,-4.1,55.0,0.5,-6.2,-9.5,eor,1994-02-17
2564,19940218,10,5.7,0.7,10,0.0,0,6.3,0,1.3,3.3,1021.4,-4.6,77.0,0.1,-8.6,-12.8,eor,1994-02-18
2564,19940219,10,11.8,3.5,10,0.0,7,1.3,0,7.3,3.9,1020.3,-2.8,78.0,-1.0,-9.9,-12.2,eor,1994-02-19
2564,19940220,10,18.5,4.7,10,0.0,7,2.2,0,5.3,3.5,1012.2,-3.2,73.0,-1.8,-5.3,-6.2,eor,1994-02-20
2564,19940221,10,8.2,1.9,10,5.0,7,0.0,1,8.0,4.3,1011.9,-3.6,91.0,-2.9,-4.6,-3.5,eor,1994-02-21
2564,19940222,10,3.6,1.3,10,0.0,7,3.7,10,2.7,3.4,1008.9,-5.6,81.0,-2.0,-8.6,-5.3,eor,1994-02-22
2564,19940223,10,5.1,1.6,10,0.0,7,0.0,8,8.0,4.3,1003.3,-2.4,86.0,-1.0,-11.5,-14.4,eor,1994-02-23
2564,19940224,10,4.1,1.0,10,0.0,0,0.0,7,7.7,4.0,1003.2,-2.0,75.0,-1.1,-2.3,-2.1,eor,1994-02-24
2564,19940225,10,7.7,1.6,10,0.0,0,3.9,7,3.3,3.9,1013.3,-3.6,83.0,0.7,-8.5,-10.9,eor,1994-02-25
2564,19940226,10,9.8,2.4,10,3.4,8,0.0,4,8.0,5.3,1008.6,0.1,88.0,2.1,-3.8,-7.3,eor,1994-02-26
2564,19940227,10,5.7,1.7,10,1.1,6,0.0,2,8.0,6.4,1000.1,1.0,95.0,2.6,0.4,0.6,eor,1994-02-27
2564,19940228,10,12.3,3.1,10,4.4,8,0.0,0,8.0,5.9,1005.6,0.4,92.0,1.2,-0.5,1.2,eor,1994-02-28
2564,19940301,10,14.4,5.6,10,7.6,8,0.0,7,8.0,4.9,1012.1,-1.4,89.0,-0.1,-1.8,-0.2,eor,1994-03-01
2564,19940302,10,5.7,1.7,10,4.6,8,0.0,15,8.0,6.1,1010.6,0.7,97.0,1.5,-1.5,-0.8,eor,1994-03-02
2564,19940303,10,9.8,2.4,10,2.4,6,0.0,5,7.3,6.9,1009.9,3.8,87.0,5.3,0.7,-0.1,eor,1994-03-03
2564,19940304,10,12.3,4.0,10,0.0,0,7.0,3,5.0,6.5,1020.5,4.8,75.0,7.7,2.0,0.9,eor,1994-03-04
2564,19940305,10,14.4,3.7,10,2.3,6,5.8,0,7.0,5.9,1011.9,6.9,61.0,9.4,3.1,0.9,eor,1994-03-05
2564,19940306,10,17.0,7.0,10,4.6,6,5.0,0,6.3,7.0,1011.4,5.2,79.0,7.7,3.0,1.3,eor,1994-03-06
2564,19940307,10,17.5,7.8,10,2.0,6,0.1,0,5.7,8.3,1005.2,5.2,91.0,7.5,4.0,4.0,eor,1994-03-07
2564,19940308,10,17.5,5.0,10,0.7,6,0.0,0,5.7,10.5,1008.8,9.5,91.0,11.0,2.9,1.5,eor,1994-03-08
2564,19940309,10,15.4,5.4,10,3.9,6,0.0,0,8.0,9.3,1011.2,6.6,92.0,11.0,5.0,6.3,eor,1994-03-09
2564,19940310,10,21.6,7.4,10,0.0,0,5.9,0,3.3,6.8,1019.3,4.4,79.0,7.2,3.0,3.0,eor,1994-03-10
2564,19940311,10,12.3,3.8,10,0.0,0,7.7,0,2.3,6.2,1016.8,5.9,69.0,9.2,1.3,0.2,eor,1994-03-11
2564,19940312,10,13.4,4.2,10,3.3,6,1.8,0,5.0,6.1,1007.1,3.6,76.0,6.3,2.5,0.5,eor,1994-03-12
2564,19940313,10,27.3,10.2,10,9.1,8,1.5,0,7.3,6.8,985.1,4.8,80.0,7.1,1.7,0.4,eor,1994-03-13
2564,19940314,10,27.8,11.6,10,7.7,6,0.0,0,5.3,7.7,999.1,5.5,84.0,8.2,3.4,2.9,eor,1994-03-14
2564,19940315,10,14.9,5.7,10,0.0,6,8.4,0,2.3,5.9,1002.6,3.7,73.0,8.0,2.0,1.1,eor,1994-03-15
2564,19940316,10,22.1,7.5,10,3.0,8,4.6,0,4.7,6.5,997.5,3.3,83.0,5.7,2.0,0.6,eor,1994-03-16
2564,19940317,10,24.2,7.1,10,3.8,8,2.1,0,6.0,5.9,997.3,2.0,83.0,4.8,0.1,-1.1,eor,1994-03-17
2564,19940318,10,13.9,4.5,10,4.9,8,5.5,0,6.3,5.9,1001.6,3.0,78.0,6.0,1.2,-0.4,eor,1994-03-18
2564,19940319,10,19.5,6.1,10,1.8,8,0.6,0,7.0,6.1,989.5,1.6,87.0,4.4,0.3,0.1,eor,1994-03-19
2564,19940320,10,11.8,3.1,10,0.3,7,2.7,0,6.3,5.5,1003.5,1.4,83.0,4.5,-3.1,-7.5,eor,1994-03-20
2564,19940321,10,8.2,2.6,10,0.0,0,4.2,0,5.3,5.5,1014.2,0.4,84.0,3.5,-1.1,-1.6,eor,1994-03-21
2564,19940322,10,13.4,3.6,10,2.2,8,0.0,0,7.0,6.6,1014.9,2.7,91.0,4.0,-2.0,-4.6,eor,1994-03-22
2564,19940323,10,28.8,8.9,10,25.9,6,0.0,0,8.0,11.2,1000.2,9.9,94.0,11.5,4.0,2.2,eor,1994-03-23
2564,19940324,10,23.7,11.9,10,0.0,0,1.7,0,5.3,6.7,1000.0,5.4,73.0,11.3,4.8,4.2,eor,1994-03-24
2564,19940325,10,14.9,4.9,10,12.0,6,0.0,0,8.0,7.7,993.3,4.9,87.0,8.2,3.9,3.6,eor,1994-03-25
2564,19940326,10,16.5,6.7,10,0.1,6,5.9,0,3.7,6.1,1003.4,3.8,74.0,7.5,2.3,1.3,eor,1994-03-26
2564,19940327,10,10.8,3.5,10,0.0,0,10.0,0,2.3,5.3,1017.7,3.0,69.0,7.6,0.0,-1.4,eor,1994-03-27
2564,19940328,10,13.4,4.1,10,8.2,6,2.9,0,7.0,6.4,1010.3,6.8,66.0,10.1,0.6,0.6,eor,1994-03-28
2564,19940329,10,15.9,6.4,10,0.1,6,2.9,0,4.3,9.0,1009.4,7.6,81.0,11.5,5.2,5.9,eor,1994-03-29
2564,19940330,10,9.8,2.8,10,0.0,0,9.0,0,1.3,8.6,1011.5,10.4,71.0,14.7,3.9,2.0,eor,1994-03-30
2564,19940331,10,20.6,5.1,10,3.7,6,2.8,0,3.7,8.6,996.8,9.4,71.0,15.1,7.0,8.4,eor,1994-03-31
2564,19940401,10,26.7,7.9,10,5.0,6,1.9,0,7.0,8.5,980.7,7.8,80.0,11.8,6.8,6.0,eor,1994-04-01
2564,19940402,10,12.9,4.5,10,0.3,8,0.8,0,4.7,7.4,996.3,5.2,80.0,8.0,3.8,5.4,eor,1994-04-02
2564,19940403,10,14.4,3.8,10,0.0,0,9.9,0,3.0,6.3,1009.1,5.7,71.0,9.6,1.1,0.2,eor,1994-04-03
2564,19940404,10,16.5,5.3,10,9.7,6,0.0,0,7.3,6.6,991.5,4.1,82.0,5.4,2.1,2.6,eor,1994-04-04
2564,19940405,10,18.0,5.2,10,2.7,8,5.9,0,4.7,6.3,1001.7,4.5,74.0,8.5,2.6,1.8,eor,1994-04-05
2564,19940406,10,8.2,2.3,10,0.0,0,7.5,0,4.0,6.7,1005.5,4.8,77.0,9.1,2.4,1.0,eor,1994-04-06
2564,19940407,10,4.1,1.0,10,0.0,0,5.9,0,2.7,6.3,1000.5,3.6,80.0,8.0,-0.7,-3.4,eor,1994-04-07
2564,19940408,10,6.7,1.4,10,0.0,6,7.5,0,6.3,6.6,1000.4,7.6,64.0,10.5,0.1,-2.7,eor,1994-04-08
2564,19940409,10,19.0,3.7,10,4.7,8,0.0,0,5.7,7.0,989.7,3.6,86.0,7.4,2.2,3.6,eor,1994-04-09
2564,19940410,10,12.3,4.1,10,1.3,6,4.2,0,4.3,8.2,1004.7,5.5,90.0,7.4,1.3,-0.9,eor,1994-04-10
2564,19940411,10,13.9,6.8,10,0.3,6,3.7,0,5.0,6.8,1016.0,7.0,68.0,9.2,4.9,3.0,eor,1994-04-11
2564,19940412,10,15.2,6.2,10,0.0,0,9.5,0,4.3,8.4,1012.6,7.9,78.0,11.2,5.2,3.6,eor,1994-04-12
2564,19940413,10,17.0,7.6,10,6.3,6,0.0,0,7.7,8.3,1002.8,7.2,82.0,9.0,6.5,5.7,eor,1994-04-13
2564,19940414,10,12.3,4.5,10,1.4,6,0.0,0,8.0,7.8,1002.8,5.4,87.0,7.3,5.0,3.7,eor,1994-04-14
2564,19940415,10,7.7,2.2,10,0.0,0,0.2,0,7.3,8.5,1016.1,6.2,90.0,7.7,4.9,4.7,eor,1994-04-15
2564,19940416,10,8.2,2.7,10,0.0,0,10.9,0,4.0,7.8,1020.4,6.6,79.0,10.0,4.6,3.9,eor,1994-04-16
2564,19940417,10,10.8,3.5,10,0.0,0,10.4,0,2.7,6.0,1010.8,5.8,64.0,9.2,1.5,-1.6,eor,1994-04-17
2564,19940418,10,10.3,4.0,10,0.0,0,11.7,0,1.0,5.4,1010.5,4.5,63.0,8.2,2.5,0.2,eor,1994-04-18
2564,19940419,10,6.7,2.3,10,0.0,6,0.1,0,7.0,6.8,1005.8,5.0,79.0,7.1,1.2,-1.9,eor,1994-04-19
2564,19940420,10,7.7,2.4,10,0.0,6,11.2,0,3.7,7.5,1005.2,7.4,72.0,10.4,0.0,-3.5,eor,1994-04-20
2564,19940421,10,11.3,2.9,10,0.1,6,7.0,0,4.3,7.6,1004.9,10.4,60.0,14.1,6.6,5.6,eor,1994-04-21
2564,19940422,10,5.7,1.7,10,0.2,6,10.6,0,1.7,8.0,1009.8,10.2,64.0,13.4,4.3,1.1,eor,1994-04-22
2564,19940423,10,10.8,2.8,10,0.0,0,11.0,0,2.3,8.9,1007.9,14.6,55.0,21.5,7.4,4.2,eor,1994-04-23
2564,19940424,10,8.7,2.5,10,0.0,0,11.1,0,2.3,9.2,1006.7,15.1,51.0,21.1,11.4,7.7,eor,1994-04-24
2564,19940425,10,10.5,2.7,10,0.8,6,7.3,0,4.7,9.8,1007.2,14.0,60.0,19.2,11.0,7.1,eor,1994-04-25
2564,19940426,10,12.3,4.2,10,0.1,6,7.2,0,7.3,10.0,1016.5,11.9,72.0,16.7,6.7,5.5,eor,1994-04-26
2564,19940427,10,9.3,2.6,10,0.0,6,3.1,0,8.0,12.3,1021.8,13.8,79.0,18.6,10.6,7.6,eor,1994-04-27
2564,19940428,10,9.8,3.9,10,0.0,6,0.3,0,7.7,13.4,1025.0,14.0,82.0,16.8,12.0,10.2,eor,1994-04-28
2564,19940429,10,10.8,4.1,10,0.0,0,7.5,0,6.3,13.3,1023.6,14.8,78.0,20.0,12.1,10.0,eor,1994-04-29
2564,19940430,10,17.5,6.3,10,0.0,6,7.3,0,5.0,9.5,1014.0,11.2,67.0,16.3,7.8,7.8,eor,1994-04-30
2564,19940501,10,15.4,5.0,10,0.0,0,3.9,0,6.0,7.8,1021.1,8.3,70.0,12.8,5.4,4.4,eor,1994-05-01
2564,19940502,10,7.2,2.1,10,0.0,0,12.7,0,3.3,8.0,1024.5,8.0,74.0,12.2,2.4,-2.2,eor,1994-05-02
2564,19940503,10,11.3,3.3,10,0.0,0,12.4,0,2.0,7.6,1017.4,12.3,53.0,16.6,3.7,-0.6,eor,1994-05-03
2564,19940504,10,9.8,2.7,10,7.0,6,2.7,0,6.3,9.0,1007.4,9.6,75.0,14.4,8.3,3.5,eor,1994-05-04
2564,19940505,10,6.2,1.7,10,2.6,6,8.1,0,5.3,10.0,1012.2,10.2,79.0,13.0,6.4,4.0,eor,1994-05-05
2564,19940506,10,6.7,1.6,10,3.4,6,3.4,0,6.7,9.9,1016.3,11.0,76.0,14.8,4.2,3.5,eor,1994-05-06
2564,19940507,10,8.2,2.2,10,0.0,6,6.7,0,4.3,10.4,1015.4,13.8,66.0,19.1,9.6,8.0,eor,1994-05-07
2564,19940508,10,15.9,3.9,10,0.0,0,13.3,0,3.3,7.9,1009.2,15.4,45.0,20.3,11.0,11.5,eor,1994-05-08
2564,19940509,10,6.2,1.6,10,0.0,0,11.0,0,3.0,11.1,1012.4,13.2,72.0,19.0,7.2,7.7,eor,1994-05-09
2564,19940510,10,10.3,3.6,10,0.0,0,14.3,0,0.3,8.9,1015.2,13.2,57.0,17.2,7.2,6.9,eor,1994-05-10
2564,19940511,10,12.3,4.0,10,0.0,0,14.2,0,0.3,9.8,1014.6,14.1,61.0,18.8,8.5,10.3,eor,1994-05-11
2564,19940512,10,14.4,5.5,10,0.0,0,14.1,0,1.0,10.2,1014.2,12.1,70.0,16.1,6.9,6.5,eor,1994-05-12
2564,19940513,10,13.9,6.1,10,0.0,0,13.6,0,1.0,9.7,1017.0,11.1,72.0,14.3,8.9,-999.0,eor,1994-05-13
2564,19940514,10,9.3,4.3,10,0.0,6,13.0,0,1.3,10.5,1009.0,12.1,72.0,15.9,7.9,-999.0,eor,1994-05-14
2564,19940515,10,8.7,2.8,10,8.7,6,0.2,0,8.0,14.1,1000.8,13.0,94.0,17.2,10.4,10.0,eor,1994-05-15
2564,19940516,10,10.3,2.5,10,0.3,6,0.5,0,6.0,12.7,1005.1,12.0,88.0,15.7,9.8,9.8,eor,1994-05-16
2564,19940517,10,10.8,2.9,10,14.2,6,0.0,0,8.0,12.5,1001.1,11.2,94.0,13.0,7.4,5.4,eor,1994-05-17
2564,19940518,10,8.7,2.6,10,0.0,0,8.1,0,7.0,12.3,1002.7,13.0,80.0,17.8,10.2,10.0,eor,1994-05-18
2564,19940519,10,10.8,4.7,10,0.0,0,0.0,0,8.0,10.6,1003.4,9.2,91.0,11.1,8.7,9.5,eor,1994-05-19
2564,19940520,10,9.3,2.9,10,0.0,0,11.6,0,3.7,8.8,1003.7,10.2,68.0,14.2,8.3,8.3,eor,1994-05-20
2564,19940521,10,10.3,2.9,10,12.6,6,9.3,0,5.0,9.9,1006.4,13.2,64.0,16.1,4.6,0.9,eor,1994-05-21
2564,19940522,10,8.7,1.9,10,11.8,6,1.4,0,7.0,13.0,1006.9,12.6,89.0,15.7,10.4,9.6,eor,1994-05-22
2564,19940523,10,6.2,2.0,10,0.0,6,4.9,0,6.0,12.7,1006.3,13.6,79.0,17.7,10.7,9.0,eor,1994-05-23
2564,19940524,10,5.7,1.6,10,0.4,6,2.6,0,6.7,12.0,1008.2,12.5,82.0,15.9,10.9,10.3,eor,1994-05-24
2564,19940525,10,5.7,1.5,10,2.0,6,0.1,0,7.7,13.7,1006.3,13.4,88.0,15.7,11.1,10.4,eor,1994-05-25
2564,19940526,10,9.3,3.8,10,0.0,6,9.1,0,5.7,9.9,1005.9,10.1,77.0,14.7,7.9,9.3,eor,1994-05-26
2564,19940527,10,9.3,2.6,10,1.6,6,7.4,0,5.0,8.9,1011.6,8.6,76.0,13.1,3.8,1.6,eor,1994-05-27
2564,19940528,10,10.3,2.9,10,0.2,6,12.0,0,3.0,8.8,1013.1,10.6,65.0,16.5,5.9,2.1,eor,1994-05-28
2564,19940529,10,9.3,4.0,10,0.2,6,9.6,0,4.3,8.7,1013.5,8.7,74.0,13.2,5.2,2.1,eor,1994-05-29
2564,19940530,10,13.4,4.9,10,0.0,0,11.9,0,3.3,8.5,1018.8,9.9,68.0,14.7,5.0,3.6,eor,1994-05-30
2564,19940531,10,18.5,6.7,10,0.1,6,0.2,0,7.3,10.9,1014.2,11.8,78.0,14.6,6.3,4.8,eor,1994-05-31
2564,19940601,10,10.8,4.1,10,0.0,0,7.5,0,3.0,11.6,1013.0,14.9,69.0,19.7,9.3,8.1,eor,1994-06-01
2564,19940602,10,10.8,3.0,10,2.7,6,0.0,0,7.7,14.3,1000.7,15.6,79.0,19.5,11.8,7.9,eor,1994-06-02
2564,19940603,10,16.5,5.7,10,7.6,6,4.5,0,5.7,13.1,1002.4,13.6,82.0,18.0,12.0,11.3,eor,1994-06-03
2564,19940604,10,12.9,4.2,10,5.3,6,3.0,0,7.0,11.2,999.9,10.1,89.0,14.2,9.5,9.6,eor,1994-06-04
2564,19940605,10,17.0,4.8,10,0.9,6,6.7,0,5.3,9.1,1005.8,9.7,74.0,14.4,8.8,8.8,eor,1994-06-05
2564,19940606,10,13.4,5.4,10,0.1,6,12.4,0,5.0,9.9,1012.1,13.6,64.0,17.1,7.6,6.5,eor,1994-06-06
2564,19940607,10,14.4,5.4,10,2.8,6,7.0,0,6.3,13.9,1011.4,14.1,84.0,19.2,12.0,12.0,eor,1994-06-07
2564,19940608,10,9.8,3.6,10,4.4,6,7.0,0,6.7,11.5,1012.7,13.1,74.0,17.9,11.4,12.0,eor,1994-06-08
2564,19940609,10,14.4,4.2,10,4.0,6,9.6,0,5.0,10.0,1015.6,11.6,73.0,14.9,8.0,8.3,eor,1994-06-09
2564,19940610,10,10.8,3.2,10,1.9,6,5.8,0,6.7,11.3,1015.0,11.8,81.0,15.4,9.3,8.5,eor,1994-06-10
2564,19940611,10,6.7,2.3,10,0.0,0,13.0,0,1.3,10.9,1023.0,13.1,70.0,17.5,8.2,7.3,eor,1994-06-11
2564,19940612,10,8.7,3.3,10,0.0,0,6.2,0,6.0,11.1,1026.5,12.7,73.0,17.2,7.7,4.3,eor,1994-06-12
2564,19940613,10,12.3,5.3,10,0.0,0,7.6,0,4.7,13.1,1020.5,13.0,83.0,17.5,10.5,10.0,eor,1994-06-13
2564,19940614,10,14.9,5.5,10,0.0,0,13.7,0,2.3,11.8,1015.1,13.1,73.0,20.3,9.6,8.3,eor,1994-06-14
2564,19940615,10,17.5,5.2,10,0.8,6,4.3,0,6.0,9.3,1010.1,11.3,68.0,13.8,5.8,3.1,eor,1994-06-15
2564,19940616,10,14.4,5.8,10,0.0,6,10.2,0,4.0,8.3,1004.8,10.2,65.0,14.6,7.8,8.0,eor,1994-06-16
2564,19940617,10,14.9,4.4,10,2.0,6,9.9,0,5.7,8.3,1009.5,10.8,63.0,15.0,4.8,2.3,eor,1994-06-17
2564,19940618,10,12.3,4.0,10,2.3,6,0.0,0,7.7,12.4,1003.2,12.2,88.0,14.5,8.8,3.6,eor,1994-06-18
2564,19940619,10,15.9,6.6,10,0.0,6,0.3,0,6.7,13.2,1003.6,13.3,83.0,15.4,11.9,11.9,eor,1994-06-19
2564,19940620,10,9.8,3.4,10,0.0,6,13.5,0,3.7,10.3,1011.7,14.3,62.0,19.3,7.4,5.4,eor,1994-06-20
2564,19940621,10,15.4,3.9,10,8.7,6,0.7,0,7.7,14.0,1010.5,15.4,79.0,19.0,12.3,7.5,eor,1994-06-21
2564,19940622,10,20.1,7.2,10,2.5,6,4.0,0,5.7,13.3,1009.4,12.9,86.0,15.7,11.7,13.5,eor,1994-06-22
2564,19940623,10,18.5,7.6,10,0.0,0,14.0,0,3.0,9.6,1018.1,12.2,65.0,16.5,10.5,9.0,eor,1994-06-23
2564,19940624,10,6.2,1.9,10,0.0,0,15.3,0,2.0,9.8,1017.4,13.4,62.0,17.4,5.6,1.3,eor,1994-06-24
2564,19940625,10,12.3,3.2,10,1.6,6,14.9,0,3.7,13.2,1007.9,22.6,48.0,28.0,10.9,8.2,eor,1994-06-25
2564,19940626,10,10.3,3.8,10,0.0,0,5.8,0,6.7,16.9,1011.2,18.4,80.0,23.1,15.1,15.1,eor,1994-06-26
2564,19940627,10,9.8,3.1,10,0.0,6,4.8,0,4.3,14.1,1017.7,18.1,66.0,22.1,14.2,12.4,eor,1994-06-27
2564,19940628,10,5.7,1.9,10,0.0,0,12.4,0,3.7,17.1,1017.9,19.7,73.0,22.8,13.7,12.4,eor,1994-06-28
2564,19940629,10,15.4,3.7,10,0.0,0,4.4,0,3.0,16.2,1012.7,18.1,72.0,24.8,14.1,16.7,eor,1994-06-29
2564,19940630,10,10.8,4.0,10,0.0,0,13.9,0,2.3,12.4,1021.0,15.3,69.0,19.3,10.9,9.1,eor,1994-06-30
2564,19940701,10,6.2,2.2,10,0.0,0,11.5,0,3.7,11.8,1020.2,15.0,69.0,20.1,8.6,5.4,eor,1994-07-01
2564,19940702,10,6.7,2.6,10,0.0,0,13.9,0,2.7,14.3,1016.3,17.6,69.0,21.2,11.2,10.9,eor,1994-07-02
2564,19940703,10,7.2,2.6,10,0.0,0,13.5,0,3.7,14.1,1013.1,21.8,54.0,26.8,13.1,9.4,eor,1994-07-03
2564,19940704,10,10.3,3.5,10,12.4,6,11.0,0,3.3,16.1,1012.0,21.6,60.0,25.6,16.5,14.7,eor,1994-07-04
2564,19940705,10,9.3,2.3,10,6.2,6,0.3,0,5.0,17.8,1013.0,17.3,86.0,20.7,15.2,15.3,eor,1994-07-05
